idx,label,pred,correct,conflict,path,rel_text,rel_visual,rel_audio,pred_text,pred_visual,pred_audio,n_available
680,0,0,1,0,unanimous,0.9098,0.9431,0.9451,0,0,0,3
681,2,2,1,1,pick_audio,0.6192,0.1394,0.6718,2,3,2,3
682,0,2,0,1,pick_audio,-1.0000,0.1354,0.1926,-1,0,2,2
683,3,3,1,0,unanimous,0.9246,0.9431,0.9511,3,3,3,3
684,3,3,1,1,pick_audio,0.6178,0.1301,0.6592,3,1,3,3
685,0,0,1,1,pick_audio,0.6313,0.1309,0.6755,0,1,0,3
686,0,0,1,1,pick_visual,0.6114,0.6201,0.1911,0,0,1,3
687,0,0,1,1,pick_audio,0.6296,0.1451,0.6718,0,3,0,3
688,3,3,1,1,pick_audio,0.6230,0.1287,0.6675,3,0,3,3
689,1,1,1,0,unanimous,0.9110,0.9363,0.9479,1,1,1,3
690,2,2,1,0,unanimous,0.9284,-1.0000,0.9504,2,-1,2,2
691,2,1,0,1,pick_audio,0.1597,0.1409,0.1862,2,0,1,3
692,3,3,1,0,unanimous,0.9290,0.9400,-1.0000,3,3,-1,2
693,2,1,0,1,pick_audio,-1.0000,0.1421,0.1801,-1,2,1,2
694,0,0,1,0,unanimous,-1.0000,-1.0000,0.6884,-1,-1,0,1
695,1,1,1,0,unanimous,-1.0000,0.9307,0.9483,-1,1,1,2
696,2,2,1,0,unanimous,0.9196,0.9432,0.9550,2,2,2,3
697,1,1,1,1,pick_audio,0.5881,0.1434,0.6757,1,2,1,3
698,0,0,1,0,unanimous,-1.0000,0.9414,0.9485,-1,0,0,2
699,2,2,1,0,unanimous,0.9236,0.9438,0.9428,2,2,2,3
700,3,3,1,0,unanimous,0.9205,0.9361,0.9525,3,3,3,3
701,1,1,1,0,unanimous,0.9183,0.9440,0.9489,1,1,1,3
702,0,1,0,1,pick_audio,0.1659,0.6274,0.6787,0,1,1,3
703,1,1,1,0,unanimous,0.9184,0.9387,0.9495,1,1,1,3
704,2,2,1,1,pick_audio,0.6366,0.1342,0.6595,2,3,2,3
705,2,2,1,1,pick_audio,0.6026,0.1381,0.6684,2,3,2,3
706,3,3,1,0,unanimous,0.9221,0.9386,0.9500,3,3,3,3
707,0,2,0,1,pick_audio,0.1559,0.6093,0.6561,0,2,2,3
708,0,0,1,1,pick_audio,0.6368,0.1355,0.6711,0,3,0,3
709,3,3,1,0,unanimous,0.9105,-1.0000,0.9485,3,-1,3,2
710,3,0,0,1,pick_audio,0.1775,0.1453,0.1893,3,1,0,3
711,0,0,1,1,pick_audio,-1.0000,0.1385,0.1890,-1,3,0,2
712,1,1,1,1,pick_audio,0.6180,0.1293,0.6663,1,3,1,3
713,1,1,1,0,unanimous,0.9261,0.9437,0.9490,1,1,1,3
714,3,3,1,0,unanimous,0.9253,0.9420,0.9427,3,3,3,3
715,1,1,1,1,pick_audio,0.1534,0.1401,0.1945,3,2,1,3
716,0,1,0,1,pick_audio,0.1762,0.1275,0.1813,2,3,1,3
717,2,2,1,1,pick_audio,-1.0000,0.1369,0.1853,-1,1,2,2
718,2,2,1,1,pick_audio,0.1729,0.5948,0.6688,0,2,2,3
719,1,1,1,1,pick_audio,0.1575,0.1361,0.1967,0,2,1,3
720,3,3,1,0,unanimous,0.9273,0.9442,0.9463,3,3,3,3
721,3,3,1,0,unanimous,0.9178,0.9360,0.9440,3,3,3,3
722,3,3,1,1,pick_audio,0.6072,0.1406,0.6708,3,0,3,3
723,3,3,1,0,unanimous,0.9135,-1.0000,0.9446,3,-1,3,2
724,3,3,1,1,pick_audio,0.1603,0.6156,0.6811,2,3,3,3
725,1,1,1,0,unanimous,0.9204,0.9180,0.9504,1,1,1,3
726,2,1,0,1,pick_audio,0.1628,0.1436,0.1861,2,3,1,3
727,2,2,1,1,pick_audio,-1.0000,0.1399,0.1960,-1,1,2,2
728,1,1,1,0,unanimous,-1.0000,0.9445,0.9509,-1,1,1,2
729,3,3,1,0,unanimous,0.9215,0.9409,0.9443,3,3,3,3
730,1,1,1,1,pick_audio,0.5865,0.1237,0.6833,1,0,1,3
731,2,2,1,0,unanimous,0.9150,0.9443,0.9480,2,2,2,3
732,0,0,1,1,pick_audio,0.1495,0.1448,0.2034,2,1,0,3
733,1,1,1,1,pick_visual,0.6098,0.6315,0.1800,1,1,0,3
734,3,3,1,0,unanimous,0.9210,-1.0000,0.9470,3,-1,3,2
735,2,2,1,0,unanimous,0.9232,-1.0000,0.9507,2,-1,2,2
736,2,2,1,1,pick_text,0.6058,0.5765,0.1766,2,2,3,3
737,2,3,0,1,pick_visual,0.5948,0.6207,0.1872,3,3,2,3
738,2,2,1,1,pick_visual,0.5785,0.6309,0.1848,2,2,0,3
739,3,3,1,0,unanimous,0.9268,0.9301,0.9452,3,3,3,3
740,0,0,1,1,pick_visual,0.5951,0.6223,0.1926,0,0,2,3
741,2,2,1,1,pick_audio,0.1690,0.6113,0.6757,1,2,2,3
742,1,0,0,0,unanimous,0.9202,0.9128,0.9529,0,0,0,3
743,0,0,1,0,unanimous,0.9186,0.9031,0.9475,0,0,0,3
744,2,2,1,0,unanimous,0.9111,0.9426,0.9535,2,2,2,3
745,0,0,1,0,unanimous,0.9172,0.9435,0.9478,0,0,0,3
746,1,1,1,0,unanimous,0.9199,0.9428,-1.0000,1,1,-1,2
747,2,2,1,1,pick_audio,0.6165,0.1449,0.6774,2,1,2,3
748,1,0,0,1,pick_audio,0.1606,0.1312,0.1849,1,2,0,3
749,3,3,1,0,unanimous,0.9228,0.9433,0.9475,3,3,3,3
0,1,2,0,1,pick_audio,0.6448,0.1291,0.6983,2,1,2,3
1,1,1,1,0,unanimous,0.9409,0.9590,0.9604,1,1,1,3
2,3,3,1,0,unanimous,-1.0000,0.9600,0.9644,-1,3,3,2
3,1,1,1,0,unanimous,0.9313,0.9596,0.9619,1,1,1,3
4,2,0,0,1,pick_audio,0.1401,0.1281,0.1693,2,1,0,3
5,1,2,0,1,pick_visual,0.6390,0.6602,0.1693,2,2,1,3
6,0,0,1,1,pick_audio,0.1355,0.6533,0.6759,2,0,0,3
7,2,2,1,0,unanimous,-1.0000,0.9595,0.9627,-1,2,2,2
8,1,0,0,1,pick_audio,-1.0000,0.1251,0.1581,-1,1,0,2
9,3,3,1,0,unanimous,0.9502,0.9595,0.9642,3,3,3,3
10,3,3,1,0,unanimous,0.9523,0.9592,0.9643,3,3,3,3
11,0,0,1,1,pick_audio,0.1460,0.6486,0.7224,2,0,0,3
12,2,2,1,1,pick_audio,0.6538,0.1260,0.6713,2,3,2,3
13,3,3,1,0,unanimous,0.9404,0.9588,0.9632,3,3,3,3
14,2,2,1,1,pick_audio,0.6513,0.1295,0.7133,2,0,2,3
15,0,0,1,1,pick_audio,0.1441,0.1286,0.1501,3,2,0,3
16,3,3,1,0,unanimous,0.9483,0.9602,0.9644,3,3,3,3
17,3,3,1,1,pick_audio,0.6540,0.1310,0.7230,3,1,3,3
18,3,3,1,0,unanimous,0.9542,0.9598,0.9623,3,3,3,3
19,1,1,1,0,unanimous,0.9513,0.9597,-1.0000,1,1,-1,2
20,2,2,1,1,pick_audio,0.1431,0.6460,0.6992,0,2,2,3
21,0,0,1,0,unanimous,0.9417,0.9584,-1.0000,0,0,-1,2
22,1,1,1,1,pick_audio,0.6461,0.1309,0.7218,1,2,1,3
23,3,3,1,1,pick_audio,-1.0000,0.1263,0.1726,-1,1,3,2
24,2,2,1,1,pick_audio,0.1403,0.6432,0.6886,3,2,2,3
25,0,0,1,0,unanimous,0.9434,0.9590,0.9591,0,0,0,3
26,3,3,1,0,unanimous,0.9345,0.9587,0.9596,3,3,3,3
27,2,2,1,1,pick_visual,0.6478,0.6617,0.1360,2,2,1,3
28,1,1,1,0,unanimous,0.9446,0.9598,0.9625,1,1,1,3
29,3,3,1,0,unanimous,0.9394,0.9602,0.9610,3,3,3,3
30,1,1,1,0,unanimous,0.9495,0.9590,0.9628,1,1,1,3
31,1,1,1,0,unanimous,0.9526,0.9597,0.9640,1,1,1,3
32,1,1,1,0,unanimous,0.9545,-1.0000,0.9627,1,-1,1,2
33,2,2,1,0,unanimous,0.9514,0.9591,0.9638,2,2,2,3
34,0,0,1,1,pick_audio,0.1416,0.6483,0.7001,1,0,0,3
35,0,0,1,1,pick_visual,0.6445,0.6564,0.1575,0,0,2,3
36,2,2,1,0,unanimous,0.9469,0.9582,0.9596,2,2,2,3
37,3,3,1,1,pick_audio,0.6471,0.1281,0.6552,3,1,3,3
38,1,1,1,0,unanimous,0.9461,0.9596,0.9626,1,1,1,3
39,2,2,1,0,unanimous,0.9496,0.9586,0.9624,2,2,2,3
40,0,0,1,0,unanimous,0.9507,-1.0000,0.9633,0,-1,0,2
41,2,0,0,0,unanimous,-1.0000,-1.0000,0.7018,-1,-1,0,1
42,0,0,1,1,pick_visual,0.6380,0.6510,0.1518,0,0,3,3
43,3,3,1,1,pick_audio,0.6399,0.1294,0.6768,3,1,3,3
44,0,0,1,1,pick_audio,0.6442,0.1276,0.7032,0,3,0,3
45,1,1,1,0,unanimous,0.9500,0.9588,-1.0000,1,1,-1,2
46,0,0,1,0,unanimous,-1.0000,0.9598,0.9636,-1,0,0,2
47,1,1,1,1,pick_audio,0.6457,0.1259,0.7060,1,0,1,3
48,2,2,1,0,unanimous,0.9338,-1.0000,0.9606,2,-1,2,2
49,3,3,1,0,unanimous,0.9539,0.9600,0.9629,3,3,3,3
50,0,0,1,1,pick_text,0.6472,0.1286,0.6213,0,2,0,3
51,3,3,1,1,pick_visual,0.6472,0.6532,0.1549,3,3,2,3
52,2,2,1,1,pick_visual,0.6252,0.6574,0.1557,2,2,0,3
53,1,3,0,1,pick_audio,0.1431,0.1293,0.1599,1,2,3,3
54,0,0,1,1,pick_audio,0.1440,0.6532,0.6626,1,0,0,3
55,0,0,1,0,unanimous,0.9511,0.9590,-1.0000,0,0,-1,2
56,2,2,1,1,pick_text,0.6511,0.6497,0.1645,2,2,0,3
57,1,1,1,0,unanimous,-1.0000,-1.0000,0.7301,-1,-1,1,1
58,2,2,1,1,pick_audio,0.6462,0.1280,0.6757,2,0,2,3
59,0,3,0,0,unanimous,-1.0000,-1.0000,0.7130,-1,-1,3,1
60,3,3,1,0,unanimous,0.9419,0.9575,0.9584,3,3,3,3
61,1,1,1,1,pick_audio,0.6486,0.1272,0.7195,1,2,1,3
62,3,3,1,1,pick_audio,0.1461,0.6463,0.7066,2,3,3,3
63,0,0,1,1,pick_audio,0.1420,0.6519,0.6976,1,0,0,3
64,2,2,1,1,pick_audio,0.1472,0.6570,0.6885,0,2,2,3
65,0,0,1,1,pick_audio,0.6304,0.1277,0.7158,0,2,0,3
66,2,2,1,0,unanimous,0.9542,0.9593,-1.0000,2,2,-1,2
67,3,3,1,0,unanimous,0.9265,0.9600,0.9591,3,3,3,3
68,2,2,1,1,pick_audio,0.6466,0.1276,0.6690,2,3,2,3
69,1,1,1,1,pick_audio,0.1433,0.6446,0.7262,0,1,1,3
70,3,3,1,1,pick_audio,0.6457,0.1297,0.7064,3,2,3,3
71,0,0,1,0,unanimous,0.9373,0.9601,0.9648,0,0,0,3
72,3,3,1,1,pick_audio,0.1444,0.6537,0.7316,1,3,3,3
73,1,1,1,0,unanimous,0.9467,0.9579,0.9644,1,1,1,3
74,2,2,1,0,unanimous,-1.0000,0.9604,0.9598,-1,2,2,2
75,1,1,1,0,unanimous,0.9533,0.9591,-1.0000,1,1,-1,2
76,2,2,1,0,unanimous,0.9539,0.9600,0.9636,2,2,2,3
77,2,2,1,0,unanimous,-1.0000,0.9575,0.9591,-1,2,2,2
78,0,3,0,1,pick_audio,0.1462,0.6538,0.7136,0,3,3,3
79,2,2,1,0,unanimous,-1.0000,0.9597,0.9626,-1,2,2,2
80,0,3,0,1,pick_visual,0.1374,0.6520,0.6270,0,3,3,3
81,3,1,0,1,pick_audio,0.1441,0.1273,0.1707,3,0,1,3
82,0,0,1,1,pick_text,0.6447,0.1229,0.6395,0,2,0,3
83,1,1,1,0,unanimous,0.9458,-1.0000,0.9644,1,-1,1,2
84,1,1,1,0,unanimous,0.9537,0.9591,0.9610,1,1,1,3
85,3,3,1,1,pick_audio,0.1357,0.6516,0.6844,2,3,3,3
86,0,0,1,0,unanimous,0.9538,0.9600,0.9628,0,0,0,3
87,2,2,1,0,unanimous,0.9545,0.9592,0.9609,2,2,2,3
88,3,3,1,0,unanimous,-1.0000,0.9597,0.9643,-1,3,3,2
89,1,1,1,0,unanimous,0.9387,0.9581,0.9644,1,1,1,3
90,3,3,1,1,pick_audio,0.6300,0.1310,0.6687,3,1,3,3
91,2,2,1,1,pick_audio,0.6446,0.1269,0.6992,2,0,2,3
92,1,0,0,1,pick_audio,0.6455,0.1254,0.7229,0,1,0,3
93,3,3,1,1,pick_visual,0.6513,0.6545,0.1367,3,3,2,3
94,1,1,1,0,unanimous,-1.0000,0.9599,0.9639,-1,1,1,2
95,1,1,1,1,pick_audio,0.6570,0.1295,0.6789,1,2,1,3
96,1,1,1,0,unanimous,0.9324,0.9589,0.9548,1,1,1,3
97,1,1,1,0,unanimous,0.9464,0.9594,0.9641,1,1,1,3
98,3,2,0,1,pick_text,0.1445,0.1282,0.1404,2,1,0,3
99,2,2,1,0,unanimous,0.9441,0.9594,0.9587,2,2,2,3
100,2,2,1,1,pick_visual,0.6444,0.6518,0.1541,2,2,3,3
101,3,3,1,0,unanimous,0.6260,-1.0000,-1.0000,3,-1,-1,1
102,2,2,1,0,unanimous,0.9523,0.9596,0.9558,2,2,2,3
103,0,0,1,1,pick_visual,0.6511,0.6532,0.1628,0,0,2,3
104,0,2,0,1,pick_text,0.6510,0.6477,0.1537,2,2,0,3
105,1,1,1,0,unanimous,0.9442,-1.0000,0.9638,1,-1,1,2
106,2,2,1,0,unanimous,0.9537,-1.0000,0.9571,2,-1,2,2
107,3,3,1,1,pick_audio,0.1402,-1.0000,0.1425,2,-1,3,2
108,2,2,1,1,pick_audio,0.6483,0.1304,0.6979,2,3,2,3
109,2,2,1,0,unanimous,0.9432,0.9603,0.9636,2,2,2,3
110,1,1,1,0,unanimous,0.9439,-1.0000,0.9640,1,-1,1,2
111,0,1,0,1,pick_visual,0.6369,0.6457,0.1584,1,1,0,3
112,0,0,1,1,pick_audio,0.6213,0.1270,0.6607,0,3,0,3
113,2,2,1,0,unanimous,0.9528,0.9589,0.9607,2,2,2,3
114,2,2,1,0,unanimous,0.9532,0.9542,-1.0000,2,2,-1,2
115,3,3,1,1,pick_text,0.6569,0.6506,0.1656,3,3,0,3
116,2,2,1,0,unanimous,0.9473,-1.0000,0.9626,2,-1,2,2
117,0,0,1,1,pick_visual,0.6389,0.6526,0.1737,0,0,3,3
118,2,2,1,0,unanimous,-1.0000,0.9588,0.9585,-1,2,2,2
119,1,1,1,0,unanimous,-1.0000,0.9590,0.9631,-1,1,1,2
120,2,3,0,1,pick_audio,0.1443,0.1322,0.1731,2,0,3,3
121,2,2,1,1,pick_audio,0.6523,0.1282,0.7046,2,1,2,3
122,1,1,1,0,unanimous,0.9511,-1.0000,0.9643,1,-1,1,2
123,0,0,1,0,unanimous,0.9433,0.9606,0.9486,0,0,0,3
124,0,0,1,0,unanimous,0.9516,0.9598,0.9635,0,0,0,3
125,0,0,1,0,unanimous,0.9361,0.9587,-1.0000,0,0,-1,2
126,1,1,1,1,pick_audio,0.6447,0.1299,0.7038,1,2,1,3
127,2,2,1,0,unanimous,0.9375,0.9587,0.9616,2,2,2,3
128,1,1,1,0,unanimous,0.9541,0.9577,0.9615,1,1,1,3
129,3,3,1,0,unanimous,0.9526,0.9591,0.9629,3,3,3,3
130,2,2,1,0,unanimous,0.9522,0.9580,0.9625,2,2,2,3
131,1,3,0,0,unanimous,-1.0000,0.9577,0.9622,-1,3,3,2
132,1,1,1,1,pick_audio,0.6441,0.1254,0.7001,1,2,1,3
133,3,3,1,1,pick_audio,0.6465,0.1319,0.6686,3,2,3,3
134,2,3,0,1,pick_audio,0.1441,0.6499,0.6848,2,3,3,3
135,2,1,0,1,pick_audio,0.1371,0.1292,0.1440,3,2,1,3
136,3,3,1,1,pick_audio,0.1461,0.6524,0.7006,0,3,3,3
137,3,3,1,0,unanimous,0.9514,0.9585,0.9642,3,3,3,3
138,2,2,1,1,pick_text,0.1411,0.1312,-1.0000,2,0,-1,2
139,0,0,1,0,unanimous,0.9367,0.9590,0.9620,0,0,0,3
140,1,0,0,0,unanimous,-1.0000,0.6545,-1.0000,-1,0,-1,1
141,2,2,1,1,pick_audio,0.1390,0.6570,0.7221,3,2,2,3
142,1,1,1,1,pick_visual,0.1402,0.6555,0.6381,0,1,1,3
143,1,1,1,0,unanimous,-1.0000,0.9576,0.9631,-1,1,1,2
144,0,0,1,0,unanimous,0.9548,0.9600,0.9556,0,0,0,3
145,2,2,1,1,pick_audio,0.1318,-1.0000,0.1755,0,-1,2,2
146,2,1,0,1,pick_text,0.1440,0.1288,-1.0000,1,0,-1,2
147,0,0,1,0,unanimous,0.9530,-1.0000,0.9629,0,-1,0,2
148,3,3,1,0,unanimous,0.9537,0.9601,0.9631,3,3,3,3
149,0,0,1,0,unanimous,0.9530,0.9588,-1.0000,0,0,-1,2
150,2,2,1,0,unanimous,0.9206,0.9589,0.9645,2,2,2,3
151,3,3,1,1,pick_audio,0.6535,0.1334,0.7062,3,2,3,3
152,3,3,1,1,pick_visual,0.6481,0.6554,0.1573,3,3,1,3
153,2,2,1,0,unanimous,0.9451,0.9601,0.9629,2,2,2,3
154,3,2,0,1,pick_text,0.1395,0.1270,-1.0000,2,3,-1,2
155,1,1,1,0,unanimous,0.9494,0.9600,0.9638,1,1,1,3
156,1,1,1,1,pick_visual,0.6428,0.6441,0.1516,1,1,0,3
157,0,0,1,1,pick_visual,0.6439,0.6513,0.1333,0,0,2,3
158,0,0,1,0,unanimous,0.9494,0.9601,0.9610,0,0,0,3
159,1,1,1,0,unanimous,0.9435,0.9603,0.9616,1,1,1,3
160,0,0,1,0,unanimous,0.6479,-1.0000,-1.0000,0,-1,-1,1
161,0,0,1,1,pick_audio,0.1446,0.6507,0.6932,1,0,0,3
162,3,3,1,0,unanimous,0.9466,0.9580,0.9636,3,3,3,3
163,0,3,0,1,pick_audio,0.1413,0.1284,0.1607,0,1,3,3
164,0,0,1,1,pick_audio,0.6533,0.1286,0.6893,0,2,0,3
165,2,2,1,0,unanimous,0.9538,0.9596,0.9631,2,2,2,3
166,0,0,1,0,unanimous,0.9469,0.9583,0.9623,0,0,0,3
167,3,3,1,1,pick_audio,0.6319,0.1314,0.7015,3,1,3,3
168,3,3,1,1,pick_text,0.1326,0.1310,-1.0000,3,1,-1,2
169,1,1,1,1,pick_audio,0.6395,0.1220,0.7168,1,3,1,3
170,2,2,1,0,unanimous,0.9545,0.9595,0.9600,2,2,2,3
171,0,0,1,1,pick_audio,0.6319,0.1296,0.7108,0,3,0,3
172,0,0,1,1,pick_audio,0.6536,0.1301,0.6979,0,3,0,3
173,2,2,1,1,pick_audio,0.6453,0.1318,0.6949,2,0,2,3
174,2,2,1,1,pick_audio,0.6377,0.1298,0.6780,2,3,2,3
175,0,0,1,0,unanimous,0.9474,0.9540,0.9595,0,0,0,3
176,0,0,1,1,pick_visual,0.6450,0.6570,0.1455,0,0,3,3
177,0,0,1,1,pick_audio,0.1467,-1.0000,0.1606,1,-1,0,2
178,3,3,1,0,unanimous,0.9455,0.9597,0.9615,3,3,3,3
179,1,2,0,1,pick_audio,0.1428,0.6528,0.7085,1,2,2,3
180,2,2,1,1,pick_audio,-1.0000,0.1241,0.1562,-1,3,2,2
181,3,2,0,1,pick_text,0.1329,0.1238,0.1253,2,1,3,3
182,2,2,1,1,pick_audio,0.1410,0.6535,0.6689,3,2,2,3
183,3,3,1,1,pick_audio,0.6403,0.1273,0.7148,3,1,3,3
184,2,2,1,1,pick_audio,0.6433,0.1233,0.7270,2,0,2,3
185,1,1,1,0,unanimous,0.9531,0.9593,0.9644,1,1,1,3
186,0,0,1,0,unanimous,0.9429,0.9590,0.9630,0,0,0,3
187,0,0,1,0,unanimous,-1.0000,0.9596,0.9496,-1,0,0,2
188,0,0,1,1,pick_audio,0.1465,0.6511,0.7013,3,0,0,3
189,1,1,1,0,unanimous,0.9346,0.9585,0.9624,1,1,1,3
190,1,3,0,1,pick_audio,-1.0000,0.1312,0.1549,-1,1,3,2
191,2,2,1,1,pick_audio,0.6466,0.1280,0.6779,2,0,2,3
192,1,1,1,1,pick_text,0.1440,-1.0000,0.1358,1,-1,3,2
193,1,1,1,1,pick_audio,0.1445,0.6540,0.6571,3,1,1,3
194,3,1,0,1,pick_audio,-1.0000,0.1298,0.1445,-1,3,1,2
195,0,0,1,1,pick_audio,0.6370,0.1261,0.7152,0,3,0,3
196,3,3,1,0,unanimous,-1.0000,0.6569,-1.0000,-1,3,-1,1
197,0,0,1,1,pick_visual,0.6367,0.6510,0.1536,0,0,1,3
198,1,1,1,1,pick_visual,0.6296,0.6490,0.1729,1,1,0,3
199,1,1,1,0,unanimous,0.9533,0.9601,0.9609,1,1,1,3
200,0,2,0,1,pick_audio,0.1356,0.6472,0.6947,0,2,2,3
201,0,0,1,1,pick_audio,0.6496,0.1321,0.7048,0,2,0,3
202,1,1,1,1,pick_audio,0.6409,0.1298,0.7121,1,0,1,3
203,0,0,1,0,unanimous,-1.0000,0.9599,0.9635,-1,0,0,2
204,1,1,1,1,pick_visual,0.6505,0.6561,0.1517,1,1,3,3
205,2,2,1,0,unanimous,0.9393,0.9594,0.9621,2,2,2,3
206,0,0,1,1,pick_audio,-1.0000,0.1263,0.1467,-1,2,0,2
207,1,1,1,1,pick_visual,0.1431,0.6498,0.6406,0,1,1,3
208,0,2,0,1,pick_text,0.1463,-1.0000,0.1337,2,-1,0,2
209,1,2,0,1,pick_visual,0.6519,0.6565,0.1737,2,2,1,3
210,0,0,1,1,pick_audio,0.6446,0.1298,0.6927,0,3,0,3
211,3,3,1,0,unanimous,0.9495,-1.0000,0.9640,3,-1,3,2
212,2,1,0,1,pick_audio,0.1476,0.6585,0.6744,2,1,1,3
213,1,1,1,0,unanimous,0.9478,0.9591,-1.0000,1,1,-1,2
214,1,1,1,0,unanimous,0.9515,0.9596,0.9537,1,1,1,3
215,0,2,0,1,pick_text,0.1393,0.1308,0.1353,2,1,0,3
216,0,0,1,1,pick_visual,0.6411,0.6465,0.1655,0,0,1,3
217,1,1,1,0,unanimous,0.9515,0.9597,0.9625,1,1,1,3
218,0,3,0,1,pick_audio,0.1354,-1.0000,0.1536,1,-1,3,2
219,0,0,1,1,pick_text,0.6544,0.6534,0.1695,0,0,2,3
220,2,1,0,1,pick_audio,0.1438,0.6544,0.6864,2,1,1,3
221,3,3,1,0,unanimous,0.9542,0.9583,0.9641,3,3,3,3
222,1,1,1,1,pick_audio,0.1427,0.6565,0.7144,0,1,1,3
223,3,3,1,0,unanimous,0.9447,0.9596,0.9632,3,3,3,3
224,2,2,1,1,pick_audio,0.1418,0.6531,0.6986,1,2,2,3
225,0,0,1,0,unanimous,0.9376,0.9606,0.9632,0,0,0,3
226,0,2,0,1,pick_audio,0.1451,0.1298,0.1483,3,0,2,3
227,3,2,0,1,pick_audio,0.1415,-1.0000,0.1436,3,-1,2,2
228,2,2,1,1,pick_audio,0.6451,0.1232,0.6995,2,3,2,3
229,2,2,1,0,unanimous,0.9541,0.9603,0.9582,2,2,2,3
230,0,0,1,0,unanimous,0.9496,0.9598,0.9599,0,0,0,3
231,2,2,1,1,pick_audio,0.1443,0.6443,0.6871,0,2,2,3
232,3,0,0,1,pick_audio,0.1413,0.6504,0.7081,3,0,0,3
233,0,0,1,0,unanimous,0.9404,0.9592,0.9583,0,0,0,3
234,0,3,0,1,pick_audio,0.1403,-1.0000,0.1502,2,-1,3,2
235,2,2,1,1,pick_audio,0.6547,0.1268,0.6947,2,0,2,3
236,0,0,1,1,pick_audio,0.6447,0.1311,0.7141,0,3,0,3
237,0,0,1,1,pick_audio,0.1367,-1.0000,0.1458,1,-1,0,2
238,1,1,1,0,unanimous,0.9383,0.9600,0.9643,1,1,1,3
239,3,3,1,1,pick_audio,0.6387,0.1237,0.7156,3,1,3,3
240,3,3,1,1,pick_audio,0.1474,0.6514,0.6857,2,3,3,3
241,2,2,1,0,unanimous,0.9419,-1.0000,0.9605,2,-1,2,2
242,1,1,1,0,unanimous,0.9145,0.9589,0.9624,1,1,1,3
243,0,0,1,1,pick_text,0.6468,0.1290,0.6372,0,2,0,3
244,0,0,1,1,pick_visual,0.6461,0.6542,0.1630,0,0,3,3
245,2,2,1,0,unanimous,0.9415,0.9577,0.9537,2,2,2,3
246,3,3,1,0,unanimous,0.9479,0.9533,0.9616,3,3,3,3
247,3,3,1,0,unanimous,0.9105,0.9591,-1.0000,3,3,-1,2
248,0,0,1,1,pick_audio,0.6494,0.1323,0.6943,0,3,0,3
249,2,2,1,1,pick_audio,0.1351,0.1288,0.1602,0,1,2,3
250,1,1,1,0,unanimous,0.9469,0.9584,0.9640,1,1,1,3
251,2,2,1,0,unanimous,0.9536,0.9589,0.9632,2,2,2,3
252,0,3,0,1,pick_text,0.1355,0.1307,-1.0000,3,0,-1,2
253,2,2,1,0,unanimous,0.9527,-1.0000,0.9622,2,-1,2,2
254,0,0,1,1,pick_visual,0.6391,0.6578,0.1427,0,0,2,3
255,1,1,1,1,pick_audio,0.6469,0.1249,0.7181,1,3,1,3
256,0,0,1,0,unanimous,0.9544,0.9588,0.9514,0,0,0,3
257,0,2,0,0,unanimous,-1.0000,0.6469,-1.0000,-1,2,-1,1
258,2,2,1,0,unanimous,0.9536,0.9553,0.9607,2,2,2,3
259,3,3,1,0,unanimous,0.9522,0.9603,0.9616,3,3,3,3
260,2,2,1,0,unanimous,0.9522,0.9595,0.9552,2,2,2,3
261,3,3,1,1,pick_audio,0.6469,0.1300,0.7280,3,1,3,3
262,0,0,1,0,unanimous,0.9551,0.9590,0.9600,0,0,0,3
263,2,2,1,0,unanimous,0.9544,0.9606,0.9625,2,2,2,3
264,0,0,1,1,pick_text,0.1455,0.1315,-1.0000,0,1,-1,2
265,3,2,0,1,pick_visual,0.6425,0.6632,0.1780,2,2,1,3
266,0,0,1,0,unanimous,0.9478,0.9600,0.9523,0,0,0,3
267,3,3,1,1,pick_visual,0.6492,0.6498,0.1163,3,3,0,3
268,0,0,1,1,pick_text,0.6394,0.1256,0.6314,0,1,0,3
269,1,1,1,1,pick_audio,0.1428,0.6602,0.6907,0,1,1,3
270,1,1,1,0,unanimous,-1.0000,0.9592,0.9642,-1,1,1,2
271,3,3,1,0,unanimous,0.9461,0.9593,0.9635,3,3,3,3
272,1,3,0,1,pick_visual,-1.0000,0.1267,0.1193,-1,3,1,2
273,3,3,1,1,pick_audio,0.6495,0.1284,0.7085,3,2,3,3
274,3,3,1,0,unanimous,0.9527,0.9601,0.9638,3,3,3,3
275,0,0,1,1,pick_visual,0.6494,0.6525,0.1588,0,0,3,3
276,1,1,1,1,pick_audio,0.6501,0.1232,0.7248,1,3,1,3
277,2,2,1,0,unanimous,0.9533,0.9594,0.9617,2,2,2,3
278,1,1,1,0,unanimous,0.9479,0.9574,0.9594,1,1,1,3
279,2,2,1,1,pick_visual,0.6514,0.6533,0.1435,2,2,0,3
280,2,2,1,1,pick_audio,0.6494,0.1265,0.6945,2,3,2,3
281,1,1,1,0,unanimous,0.9485,0.9578,0.9617,1,1,1,3
282,3,3,1,1,pick_audio,0.6418,0.1307,0.7103,3,0,3,3
283,3,3,1,1,pick_audio,0.1419,0.6512,0.6595,0,3,3,3
284,2,2,1,0,unanimous,-1.0000,0.9583,0.9605,-1,2,2,2
285,1,1,1,0,unanimous,0.9541,0.9542,0.9621,1,1,1,3
286,1,1,1,1,pick_text,0.6496,0.6475,0.1503,1,1,3,3
